ticker_1,ticker_2,correlation
AAPL,AAPL,1.0
MSFT,AAPL,0.5838098146236396
NVDA,AAPL,0.4943129838344016
GOOGL,AAPL,0.5431772157873016
META,AAPL,0.46520657998388715
AMZN,AAPL,0.5409240083290372
TSLA,AAPL,0.4782738306505713
HD,AAPL,0.4097769723171718
JPM,AAPL,0.33146427640558507
BAC,AAPL,0.33653874583259186
V,AAPL,0.45895443987019047
UNH,AAPL,0.10291721891381773
JNJ,AAPL,0.13622268962575895
XOM,AAPL,0.15489900422741973
CVX,AAPL,0.19792138792372962
PG,AAPL,0.23790857588427072
KO,AAPL,0.2522783315356373
CAT,AAPL,0.2708457756326719
DIS,AAPL,0.3902955996403931
NEE,AAPL,0.2569018504793277
AAPL,MSFT,0.5838098146236396
MSFT,MSFT,1.0
NVDA,MSFT,0.5877055636975006
GOOGL,MSFT,0.5745209854954026
META,MSFT,0.5454860976070162
AMZN,MSFT,0.6192754574242971
TSLA,MSFT,0.3946684592972176
HD,MSFT,0.3412567798361924
JPM,MSFT,0.27499393881321654
BAC,MSFT,0.2714502435094842
V,MSFT,0.42048401332570456
UNH,MSFT,0.13020220049153564
JNJ,MSFT,0.03901286650597036
XOM,MSFT,0.05392217008049746
CVX,MSFT,0.11531849118978982
PG,MSFT,0.15046583943048258
KO,MSFT,0.1544274877482268
CAT,MSFT,0.16961529760032085
DIS,MSFT,0.3670672121074025
NEE,MSFT,0.18255108494323402
AAPL,NVDA,0.4943129838344016
MSFT,NVDA,0.5877055636975006
NVDA,NVDA,1.0
GOOGL,NVDA,0.508286844423057
META,NVDA,0.4898690521420454
AMZN,NVDA,0.5373586534519781
TSLA,NVDA,0.4672134889784264
HD,NVDA,0.28910501243224024
JPM,NVDA,0.30202469204331084
BAC,NVDA,0.26557007257375337
V,NVDA,0.3200339748418853
UNH,NVDA,0.05898547973909894
JNJ,NVDA,-0.10545378764391335
XOM,NVDA,0.06189468232728559
CVX,NVDA,0.11442442284103105
PG,NVDA,-0.011038922534616502
KO,NVDA,-0.011326895467717353
CAT,NVDA,0.30925396755276363
DIS,NVDA,0.34495694236674385
NEE,NVDA,0.11326295833072558
AAPL,GOOGL,0.5431772157873016
MSFT,GOOGL,0.5745209854954026
NVDA,GOOGL,0.508286844423057
GOOGL,GOOGL,1.0
META,GOOGL,0.5412635183775343
AMZN,GOOGL,0.6133375550602744
TSLA,GOOGL,0.4092329682780211
HD,GOOGL,0.3183435416994992
JPM,GOOGL,0.3119403273273018
BAC,GOOGL,0.30363055119362276
V,GOOGL,0.3550847148558073
UNH,GOOGL,0.11126127437213622
JNJ,GOOGL,0.06113472377406445
XOM,GOOGL,0.07111978280620701
CVX,GOOGL,0.12533896987824547
PG,GOOGL,0.11920503118697376
KO,GOOGL,0.10921291160041978
CAT,GOOGL,0.2878237884962749
DIS,GOOGL,0.34145418698256774
NEE,GOOGL,0.18641673336031475
AAPL,META,0.46520657998388715
MSFT,META,0.5454860976070162
NVDA,META,0.4898690521420454
GOOGL,META,0.5412635183775343
META,META,1.0
AMZN,META,0.59468664943374
TSLA,META,0.3486203227521555
HD,META,0.3245279480622755
JPM,META,0.28559749474131246
BAC,META,0.2895956354592623
V,META,0.34490318588043395
UNH,META,0.042274140904402804
JNJ,META,-0.002819384281300591
XOM,META,0.03515460198994391
CVX,META,0.08492643106488022
PG,META,0.09808104143037616
KO,META,0.05347515835732509
CAT,META,0.20083924054225233
DIS,META,0.3490296729555964
NEE,META,0.13061009783719787
AAPL,AMZN,0.5409240083290372
MSFT,AMZN,0.6192754574242971
NVDA,AMZN,0.5373586534519781
GOOGL,AMZN,0.6133375550602744
META,AMZN,0.59468664943374
AMZN,AMZN,1.0
TSLA,AMZN,0.44096242904100436
HD,AMZN,0.39274029671883126
JPM,AMZN,0.3289454588772322
BAC,AMZN,0.3315601732567451
V,AMZN,0.38809140864257113
UNH,AMZN,0.08209101169529809
JNJ,AMZN,0.000704620334272657
XOM,AMZN,0.0786614716196125
CVX,AMZN,0.13643560843775648
PG,AMZN,0.08950376035545465
KO,AMZN,0.08688744762565516
CAT,AMZN,0.26469418224971025
DIS,AMZN,0.42637351040185767
NEE,AMZN,0.19341548160766284
AAPL,TSLA,0.4782738306505713
MSFT,TSLA,0.3946684592972176
NVDA,TSLA,0.4672134889784264
GOOGL,TSLA,0.4092329682780211
META,TSLA,0.3486203227521555
AMZN,TSLA,0.44096242904100436
TSLA,TSLA,1.0
HD,TSLA,0.25869714179806774
JPM,TSLA,0.29747741824384205
BAC,TSLA,0.2956149767240172
V,TSLA,0.27641143306330296
UNH,TSLA,0.07148431852057129
JNJ,TSLA,-0.03130858170579628
XOM,TSLA,0.06049001586852796
CVX,TSLA,0.104758945289527
PG,TSLA,0.009322877731312924
KO,TSLA,0.001285212330972182
CAT,TSLA,0.27237651518836015
DIS,TSLA,0.31992357160743107
NEE,TSLA,0.15133955389276466
AAPL,HD,0.4097769723171718
MSFT,HD,0.3412567798361924
NVDA,HD,0.28910501243224024
GOOGL,HD,0.3183435416994992
META,HD,0.3245279480622755
AMZN,HD,0.39274029671883126
TSLA,HD,0.25869714179806774
HD,HD,1.0
JPM,HD,0.34664167820605835
BAC,HD,0.37443319848511997
V,HD,0.3773647060088724
UNH,HD,0.16686579599404813
JNJ,HD,0.24622583243334725
XOM,HD,0.10384831200126289
CVX,HD,0.1418552918586333
PG,HD,0.357024394536107
KO,HD,0.3213352267270968
CAT,HD,0.3368268963229899
DIS,HD,0.39351740942170327
NEE,HD,0.3345221799145557
AAPL,JPM,0.33146427640558507
MSFT,JPM,0.27499393881321654
NVDA,JPM,0.30202469204331084
GOOGL,JPM,0.3119403273273018
META,JPM,0.28559749474131246
AMZN,JPM,0.3289454588772322
TSLA,JPM,0.29747741824384205
HD,JPM,0.34664167820605835
JPM,JPM,1.0
BAC,JPM,0.8126401125535926
V,JPM,0.46511924921588316
UNH,JPM,0.1719740324690684
JNJ,JPM,0.17628258470287322
XOM,JPM,0.3124461603812952
CVX,JPM,0.3542561969603898
PG,JPM,0.1683168382334965
KO,JPM,0.18418771198276385
CAT,JPM,0.5134774810116218
DIS,JPM,0.44839725783239975
NEE,JPM,0.15066250087209432
AAPL,BAC,0.33653874583259186
MSFT,BAC,0.2714502435094842
NVDA,BAC,0.26557007257375337
GOOGL,BAC,0.30363055119362276
META,BAC,0.2895956354592623
AMZN,BAC,0.3315601732567451
TSLA,BAC,0.2956149767240172
HD,BAC,0.37443319848511997
JPM,BAC,0.8126401125535926
BAC,BAC,1.0
V,BAC,0.4362847306630339
UNH,BAC,0.1606837109951304
JNJ,BAC,0.15311641905246764
XOM,BAC,0.3519882710969178
CVX,BAC,0.38809589755778473
PG,BAC,0.16774184582177715
KO,BAC,0.17790803882136424
CAT,BAC,0.5028144202348787
DIS,BAC,0.47030776689418535
NEE,BAC,0.16847598061677646
AAPL,V,0.45895443987019047
MSFT,V,0.42048401332570456
NVDA,V,0.3200339748418853
GOOGL,V,0.3550847148558073
META,V,0.34490318588043395
AMZN,V,0.38809140864257113
TSLA,V,0.27641143306330296
HD,V,0.3773647060088724
JPM,V,0.46511924921588316
BAC,V,0.4362847306630339
V,V,1.0
UNH,V,0.21786008714643687
JNJ,V,0.22716235704165996
XOM,V,0.21491310601527386
CVX,V,0.2201912842839755
PG,V,0.3036686935992028
KO,V,0.3336502948726444
CAT,V,0.27054922620623356
DIS,V,0.44047285108166323
NEE,V,0.200262756121006
AAPL,UNH,0.10291721891381773
MSFT,UNH,0.13020220049153564
NVDA,UNH,0.05898547973909894
GOOGL,UNH,0.11126127437213622
META,UNH,0.042274140904402804
AMZN,UNH,0.08209101169529809
TSLA,UNH,0.07148431852057129
HD,UNH,0.16686579599404813
JPM,UNH,0.1719740324690684
BAC,UNH,0.1606837109951304
V,UNH,0.21786008714643687
UNH,UNH,1.0
JNJ,UNH,0.21095297046848968
XOM,UNH,0.08605652497192165
CVX,UNH,0.12022177329828809
PG,UNH,0.20686891145794276
KO,UNH,0.1746091880699339
CAT,UNH,0.09079460652342858
DIS,UNH,0.10089664712777965
NEE,UNH,0.1255544354211769
AAPL,JNJ,0.13622268962575895
MSFT,JNJ,0.03901286650597036
NVDA,JNJ,-0.10545378764391335
GOOGL,JNJ,0.06113472377406445
META,JNJ,-0.002819384281300591
AMZN,JNJ,0.000704620334272657
TSLA,JNJ,-0.03130858170579628
HD,JNJ,0.24622583243334725
JPM,JNJ,0.17628258470287322
BAC,JNJ,0.15311641905246764
V,JNJ,0.22716235704165996
UNH,JNJ,0.21095297046848968
JNJ,JNJ,1.0
XOM,JNJ,0.12959673242194603
CVX,JNJ,0.15107477625288893
PG,JNJ,0.4498536084001269
KO,JNJ,0.45472504438584754
CAT,JNJ,0.08832494319754096
DIS,JNJ,0.10801317956688884
NEE,JNJ,0.2961222854487882
AAPL,XOM,0.15489900422741973
MSFT,XOM,0.05392217008049746
NVDA,XOM,0.06189468232728559
GOOGL,XOM,0.07111978280620701
META,XOM,0.03515460198994391
AMZN,XOM,0.0786614716196125
TSLA,XOM,0.06049001586852796
HD,XOM,0.10384831200126289
JPM,XOM,0.3124461603812952
BAC,XOM,0.3519882710969178
V,XOM,0.21491310601527386
UNH,XOM,0.08605652497192165
JNJ,XOM,0.12959673242194603
XOM,XOM,1.0
CVX,XOM,0.8555767705972547
PG,XOM,0.05460079676259025
KO,XOM,0.16646071513741004
CAT,XOM,0.3670225468791292
DIS,XOM,0.24511999810489088
NEE,XOM,0.1418190736951003
AAPL,CVX,0.19792138792372962
MSFT,CVX,0.11531849118978982
NVDA,CVX,0.11442442284103105
GOOGL,CVX,0.12533896987824547
META,CVX,0.08492643106488022
AMZN,CVX,0.13643560843775648
TSLA,CVX,0.104758945289527
HD,CVX,0.1418552918586333
JPM,CVX,0.3542561969603898
BAC,CVX,0.38809589755778473
V,CVX,0.2201912842839755
UNH,CVX,0.12022177329828809
JNJ,CVX,0.15107477625288893
XOM,CVX,0.8555767705972547
CVX,CVX,1.0
PG,CVX,0.0452473049773023
KO,CVX,0.16144928423655758
CAT,CVX,0.3942519321028558
DIS,CVX,0.27064832301263947
NEE,CVX,0.1512669989610063
AAPL,PG,0.23790857588427072
MSFT,PG,0.15046583943048258
NVDA,PG,-0.011038922534616502
GOOGL,PG,0.11920503118697376
META,PG,0.09808104143037616
AMZN,PG,0.08950376035545465
TSLA,PG,0.009322877731312924
HD,PG,0.357024394536107
JPM,PG,0.1683168382334965
BAC,PG,0.16774184582177715
V,PG,0.3036686935992028
UNH,PG,0.20686891145794276
JNJ,PG,0.4498536084001269
XOM,PG,0.05460079676259025
CVX,PG,0.0452473049773023
PG,PG,1.0
KO,PG,0.6279374771431996
CAT,PG,0.041340456727661574
DIS,PG,0.18790245127881122
NEE,PG,0.3772394052182874
AAPL,KO,0.2522783315356373
MSFT,KO,0.1544274877482268
NVDA,KO,-0.011326895467717353
GOOGL,KO,0.10921291160041978
META,KO,0.05347515835732509
AMZN,KO,0.08688744762565516
TSLA,KO,0.001285212330972182
HD,KO,0.3213352267270968
JPM,KO,0.18418771198276385
BAC,KO,0.17790803882136424
V,KO,0.3336502948726444
UNH,KO,0.1746091880699339
JNJ,KO,0.45472504438584754
XOM,KO,0.16646071513741004
CVX,KO,0.16144928423655758
PG,KO,0.6279374771431996
KO,KO,1.0
CAT,KO,0.058515392490436864
DIS,KO,0.2014330725708284
NEE,KO,0.38188556476059143
AAPL,CAT,0.2708457756326719
MSFT,CAT,0.16961529760032085
NVDA,CAT,0.30925396755276363
GOOGL,CAT,0.2878237884962749
META,CAT,0.20083924054225233
AMZN,CAT,0.26469418224971025
TSLA,CAT,0.27237651518836015
HD,CAT,0.3368268963229899
JPM,CAT,0.5134774810116218
BAC,CAT,0.5028144202348787
V,CAT,0.27054922620623356
UNH,CAT,0.09079460652342858
JNJ,CAT,0.08832494319754096
XOM,CAT,0.3670225468791292
CVX,CAT,0.3942519321028558
PG,CAT,0.041340456727661574
KO,CAT,0.058515392490436864
CAT,CAT,1.0
DIS,CAT,0.34840395008771435
NEE,CAT,0.1587378891055118
AAPL,DIS,0.3902955996403931
MSFT,DIS,0.3670672121074025
NVDA,DIS,0.34495694236674385
GOOGL,DIS,0.34145418698256774
META,DIS,0.3490296729555964
AMZN,DIS,0.42637351040185767
TSLA,DIS,0.31992357160743107
HD,DIS,0.39351740942170327
JPM,DIS,0.44839725783239975
BAC,DIS,0.47030776689418535
V,DIS,0.44047285108166323
UNH,DIS,0.10089664712777965
JNJ,DIS,0.10801317956688884
XOM,DIS,0.24511999810489088
CVX,DIS,0.27064832301263947
PG,DIS,0.18790245127881122
KO,DIS,0.2014330725708284
CAT,DIS,0.34840395008771435
DIS,DIS,1.0
NEE,DIS,0.2062447119376068
AAPL,NEE,0.2569018504793277
MSFT,NEE,0.18255108494323402
NVDA,NEE,0.11326295833072558
GOOGL,NEE,0.18641673336031475
META,NEE,0.13061009783719787
AMZN,NEE,0.19341548160766284
TSLA,NEE,0.15133955389276466
HD,NEE,0.3345221799145557
JPM,NEE,0.15066250087209432
BAC,NEE,0.16847598061677646
V,NEE,0.200262756121006
UNH,NEE,0.1255544354211769
JNJ,NEE,0.2961222854487882
XOM,NEE,0.1418190736951003
CVX,NEE,0.1512669989610063
PG,NEE,0.3772394052182874
KO,NEE,0.38188556476059143
CAT,NEE,0.1587378891055118
DIS,NEE,0.2062447119376068
NEE,NEE,1.0
